Event	ID	Name			Wwise Object Path	Notes
	99515266	Launcher_Loop			\Default Work Unit\Weapons\Launcher\Launcher_Loop	
	124877840	Turret_Death			\Default Work Unit\Enemies\Turret\Turret_Death	
	848010948	Hoover_Shoot			\Default Work Unit\Enemies\Hoverbot\Hoover_Shoot	
	851704759	Launcher_BuildUp			\Default Work Unit\Weapons\Launcher\Launcher_BuildUp	
	1065059636	Hoover_Damage			\Default Work Unit\Enemies\Hoverbot\Hoover_Damage	
	1786804762	Damage			\Default Work Unit\Player\Damage	
	2040071657	Shotgun_Shoot			\Default Work Unit\Weapons\Shotgun_Shoot	
	2356394572	Blaster_Shoot			\Default Work Unit\Weapons\Blaster_Shoot	
	2385628198	Footsteps			\Default Work Unit\Player\Footsteps	
	2530127952	Turret_Alert			\Default Work Unit\Enemies\Turret\Turret_Alert	
	2638846805	Turret_Damage			\Default Work Unit\Enemies\Turret\Turret_Damage	
	2888394459	Turret_Shoot			\Default Work Unit\Enemies\Turret\Turret_Shoot	
	2899905971	Hoover_Death			\Default Work Unit\Enemies\Hoverbot\Hoover_Death	
	3483890130	Land_Damage			\Default Work Unit\Player\Land_Damage	
	3554861522	Pickup_Health			\Default Work Unit\Pickups\Pickup_Health	
	3725660253	Launcher_Shoot			\Default Work Unit\Weapons\Launcher\Launcher_Shoot	
	3876585337	Jetpack_Use			\Default Work Unit\Player\Jetpack\Jetpack_Use	
	3975751376	Hoover_Move			\Default Work Unit\Enemies\Hoverbot\Hoover_Move	
	4006394725	Weapon_Cooling			\Default Work Unit\Weapons\Weapon_Cooling	
	4187423031	Hoover_Alert			\Default Work Unit\Enemies\Hoverbot\Hoover_Alert	

Effect plug-ins	ID	Name	Type				Notes
	293115992	Mt_StoneMarble_Pl_ClimbWeak_FootR00	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\FOOTSTEPS\Mt_StoneMarble_Pl_ClimbWeak_FootR00_F6091223.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Mt_StoneMarble_Pl_ClimbWeak_FootR00		636992
	293712972	Mt_StoneMarble_Pl_ClimbWeak_FootAccent00	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\FOOTSTEPS\Mt_StoneMarble_Pl_ClimbWeak_FootAccent00_F6091223.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Mt_StoneMarble_Pl_ClimbWeak_FootAccent00		639040
	305106936	DamageHooverA	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Damage\DamageHooverA_A72530D5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Damage_Hooverbot\DamageHooverA		194624
	382213417	Turret Damage	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\DamageTurretVariant_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Turret\Turret Damage		164064
	392932597	Jetpack_Stop	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\JetPackUseTriggerB_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Jetpack\Jetpack\Jetpack_Stop		152064
	413992067	Launcher_Shoot	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\WEAPON SHOT_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Launcher\Launcher_Shoot		220064
	436082298	DamageLastWhenYouDieA	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\DamageLastWhenYouDieA_EFD873B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Damage_Hit\DamageLastWhenYouDieA		83250
	465111060	EnemyDeathA	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Death\EnemyDeathA_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Death_Hooverbot\EnemyDeathA		204064
	492820606	Shotgun_Shoot	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\WEAPON SHOT_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Shotgun\Shotgun_Shoot		132064
	505568494	DamageLastWhenYouDieB	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\DamageLastWhenYouDieB_10F962F4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Damage_Hit\DamageLastWhenYouDieB		70692
	537468479	EnemyShotC	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Turret Shoot\EnemyShotC_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Turret\Turret Shoot\EnemyShotC		116064
	556663600	Launcher_Charge_BuildUp	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\LauncherChargeBuild_E7908E97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Launcher\Launcher_Charge_BuildUp		317568
	598489229	Blaster_Shoot	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\WEAPON SHOT_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Blaster\Blaster_Shoot		200064
	604180773	EnemyDeathB	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Death\EnemyDeathB_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Death_Hooverbot\EnemyDeathB		204064
	636068831	EnemyAlertD	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Turret Alert\EnemyAlertD_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Turret\Turret Alert\EnemyAlertD		140064
	654925048	DamageHooverC	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Damage\DamageHooverC_A72530D5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Damage_Hooverbot\DamageHooverC		219200
	668122874	Mt_StoneMarble_Pl_ClimbStrong_FootR00	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\FOOTSTEPS\Mt_StoneMarble_Pl_ClimbStrong_FootR00_F6091223.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Mt_StoneMarble_Pl_ClimbStrong_FootR00		618560
	693593281	EnemyAlertC	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Turret Alert\EnemyAlertC_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Turret\Turret Alert\EnemyAlertC		140064
	712233072	Health	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\HealthPickup_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pickups\Health		140064
	720342183	Land_Damage	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\DamageHooverA_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Land_Damage		192064
	748147063	EnemyAlertB	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Alert\EnemyAlertB_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Alert_Hooverbot\EnemyAlertB		140064
	754265927	Death_Turret	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\EnemyDeathC_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Turret\Death_Turret		204064
	897352756	Shotgun_Cooling	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Cooling PistonB_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Shotgun\Shotgun_Cooling		256064
	899310293	Mt_StoneMarble_Pl_ClimbWeak_FootL00	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\FOOTSTEPS\Mt_StoneMarble_Pl_ClimbWeak_FootL00_F6091223.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Mt_StoneMarble_Pl_ClimbWeak_FootL00		636992
	1008344150	DamageHooverB	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Damage\DamageHooverB_A72530D5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Damage_Hooverbot\DamageHooverB		215104
	1014984021	EnemyAlertA	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Alert\EnemyAlertA_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Alert_Hooverbot\EnemyAlertA		140064
	1022808314	Launcher_Charge_Loop	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\LncherChargeLoop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Launcher\Launcher_Charge_Loop		432064
	1033947677	EnemyShotB	C:\Users\BigMonster\Desktop\JAM\JAM_Internacional\Unity\FPS_JAM\FPS_JAM_WwiseProject\.cache\Mac\SFX\Hoover Shoot\EnemyShotB_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Hoverbot\Shoot_Hooverbot\EnemyShotB		116064

